 View Zero , View One , View Two , View Three , View Four 
" $173,000.00 ",," $581,000.00 "," $1,250,000.00 ",
" $173,250.00 ",," $585,000.00 "," $1,250,000.00 ",
" $173,250.00 ",," $585,000.00 "," $1,250,000.00 ",
" $174,000.00 ",," $585,000.00 "," $1,250,000.00 ",
" $174,000.00 ",," $585,444.00 "," $1,258,000.00 ",
" $174,500.00 ",," $587,500.00 "," $1,260,000.00 ",
" $174,500.00 ",," $588,000.00 "," $1,275,000.00 ",
" $174,900.00 ",," $589,000.00 "," $1,275,000.00 ",
" $174,950.00 ",," $590,000.00 "," $1,298,000.00 ",
" $174,950.00 ",," $590,000.00 "," $1,300,000.00 ",
" $175,000.00 ",," $590,000.00 "," $1,300,000.00 ",
" $175,000.00 ",," $590,000.00 "," $1,300,000.00 ",
" $175,000.00 ",," $590,000.00 "," $1,308,000.00 ",
" $175,000.00 ",," $590,000.00 "," $1,310,000.00 ",
" $175,000.00 ",," $592,500.00 "," $1,320,000.00 ",
" $175,000.00 ",," $594,950.00 "," $1,320,000.00 ",
" $175,000.00 ",," $599,950.00 "," $1,325,000.00 ",
" $175,000.00 ",," $600,000.00 "," $1,326,000.00 ",
" $175,000.00 ",," $600,000.00 "," $1,339,000.00 ",
" $175,000.00 ",," $600,000.00 "," $1,340,000.00 ",
" $175,000.00 ",," $604,000.00 "," $1,349,000.00 ",
" $175,000.00 ",," $605,000.00 "," $1,355,000.00 ",
" $175,000.00 ",," $605,000.00 "," $1,356,920.00 ",
" $175,000.00 ",," $605,000.00 "," $1,365,000.00 ",
" $175,000.00 ",," $610,000.00 "," $1,365,000.00 ",
" $175,000.00 ",," $610,000.00 "," $1,375,000.00 ",
" $175,000.00 ",," $610,000.00 "," $1,384,000.00 ",
" $175,000.00 ",," $610,000.00 "," $1,385,000.00 ",
" $175,000.00 ",," $611,900.00 "," $1,387,000.00 ",
" $175,000.00 ",," $614,000.00 "," $1,387,800.00 ",
" $175,000.00 ",," $615,000.00 "," $1,400,000.00 ",
" $175,000.00 ",," $615,000.00 "," $1,400,000.00 ",
" $175,000.00 ",," $616,300.00 "," $1,400,000.00 ",
" $175,000.00 ",," $619,000.00 "," $1,400,000.00 ",
" $175,000.00 ",," $620,000.00 "," $1,415,000.00 ",
" $175,000.00 ",," $620,000.00 "," $1,425,000.00 ",
" $175,003.00 ",," $621,000.00 "," $1,436,000.00 ",
" $175,409.00 ",," $621,500.00 "," $1,442,500.00 ",
" $176,000.00 ",," $625,000.00 "," $1,445,000.00 ",
" $176,000.00 ",," $625,000.00 "," $1,450,000.00 ",
" $176,000.00 ",," $625,000.00 "," $1,452,000.00 ",
" $176,000.00 ",," $625,000.00 "," $1,462,500.00 ",
" $176,250.00 ",," $625,000.00 "," $1,465,000.00 ",
" $176,500.00 ",," $630,000.00 "," $1,465,000.00 ",
" $178,000.00 ",," $630,000.00 "," $1,485,000.00 ",
" $178,000.00 ",," $630,000.00 "," $1,488,000.00 ",
" $178,500.00 ",," $630,000.00 "," $1,488,000.00 ",
" $178,500.00 ",," $630,000.00 "," $1,505,000.00 ",
" $178,500.00 ",," $630,000.00 "," $1,511,250.00 ",
" $179,000.00 ",," $637,850.00 "," $1,525,000.00 ",
" $179,500.00 ",," $638,000.00 "," $1,535,000.00 ",
" $179,500.00 ",," $638,500.00 "," $1,550,000.00 ",
" $179,900.00 ",," $640,000.00 "," $1,564,350.00 ",
" $179,900.00 ",," $640,500.00 "," $1,600,000.00 ",
" $179,900.00 ",," $641,000.00 "," $1,600,000.00 ",
" $179,950.00 ",," $641,250.00 "," $1,600,000.00 ",
" $179,950.00 ",," $645,000.00 "," $1,610,000.00 ",
" $179,950.00 ",," $645,000.00 "," $1,620,500.00 ",
" $179,950.00 ",," $645,000.00 "," $1,640,000.00 ",
" $179,950.00 ",," $649,000.00 "," $1,650,000.00 ",
" $180,000.00 ",," $649,950.00 "," $1,650,000.00 ",
" $180,000.00 ",," $650,000.00 "," $1,680,000.00 ",
" $180,000.00 ",," $650,000.00 "," $1,680,000.00 ",
" $180,000.00 ",," $650,000.00 "," $1,705,000.00 ",
" $180,000.00 ",," $650,000.00 "," $1,712,500.00 ",
" $180,000.00 ",," $650,000.00 "," $1,730,000.00 ",
" $180,000.00 ",," $650,000.00 "," $1,735,000.00 ",
" $180,000.00 ",," $653,000.00 "," $1,735,000.00 ",
" $180,000.00 ",," $655,000.00 "," $1,750,000.00 ",
" $180,000.00 ",," $657,000.00 "," $1,750,000.00 ",
" $180,000.00 ",," $660,000.00 "," $1,760,000.00 ",
" $180,000.00 ",," $660,000.00 "," $1,776,000.00 ",
" $180,000.00 ",," $660,000.00 "," $1,795,000.00 ",
" $180,000.00 ",," $661,000.00 "," $1,875,000.00 ",
" $180,000.00 ",," $662,500.00 "," $1,875,000.00 ",
" $180,000.00 ",," $664,950.00 "," $1,880,000.00 ",
" $180,000.00 ",," $665,000.00 "," $1,881,580.00 ",
" $180,000.00 ",," $665,000.00 "," $1,900,000.00 ",
" $180,000.00 ",," $665,000.00 "," $1,900,000.00 ",
" $180,000.00 ",," $665,000.00 "," $1,920,000.00 ",
" $180,000.00 ",," $668,750.00 "," $1,925,000.00 ",
" $180,000.00 ",," $670,000.00 "," $1,965,000.00 ",
" $180,250.00 ",," $672,500.00 "," $1,970,000.00 ",
" $180,500.00 ",," $675,000.00 "," $2,000,000.00 ",
" $180,500.00 ",," $675,000.00 "," $2,000,000.00 ",
" $181,000.00 ",," $675,000.00 "," $2,027,000.00 ",
" $181,000.00 ",," $678,500.00 "," $2,095,000.00 ",
" $181,100.00 ",," $678,500.00 "," $2,140,000.00 ",
" $182,000.00 ",," $679,900.00 "," $2,160,000.00 ",
" $182,000.00 ",," $680,000.00 "," $2,196,000.00 ",
" $182,000.00 ",," $680,000.00 "," $2,250,000.00 ",
" $182,200.00 ",," $680,000.00 "," $2,298,000.00 ",
" $182,500.00 ",," $682,000.00 "," $2,350,000.00 ",
" $182,500.00 ",," $685,000.00 "," $2,367,000.00 ",
" $182,568.00 ",," $685,000.00 "," $2,400,000.00 ",
" $182,700.00 ",," $685,000.00 "," $2,400,000.00 ",
" $183,000.00 ",," $689,000.00 "," $2,450,000.00 ",
" $183,000.00 ",," $690,000.00 "," $2,475,000.00 ",
" $183,000.00 ",," $690,500.00 "," $2,485,000.00 ",
" $183,000.00 ",," $692,000.00 "," $2,532,000.00 ",
" $183,000.00 ",," $693,000.00 "," $2,650,000.00 ",
" $183,000.00 ",," $695,000.00 "," $2,900,000.00 ",
" $183,500.00 ",," $699,000.00 "," $2,983,000.00 ",
" $183,750.00 ",," $700,000.00 "," $3,204,000.00 ",
" $183,750.00 ",," $700,000.00 "," $7,700,000.00 ",
" $184,000.00 ",," $700,000.00 ",,
" $184,000.00 ",," $700,000.00 ",,
" $184,000.00 ",," $700,000.00 ",,
" $184,500.00 ",," $700,000.00 ",,
" $184,500.00 ",," $703,011.00 ",,
" $184,900.00 ",," $705,000.00 ",,
" $184,900.00 ",," $705,000.00 ",,
" $185,000.00 ",," $710,000.00 ",,
" $185,000.00 ",," $710,000.00 ",,
" $185,000.00 ",," $710,000.00 ",,
" $185,000.00 ",," $713,000.00 ",,
" $185,000.00 ",," $713,000.00 ",,
" $185,000.00 ",," $715,000.00 ",,
" $185,000.00 ",," $715,000.00 ",,
" $185,000.00 ",," $715,000.00 ",,
" $185,000.00 ",," $720,000.00 ",,
" $185,000.00 ",," $720,000.00 ",,
" $185,000.00 ",," $720,000.00 ",,
" $185,000.00 ",," $720,000.00 ",,
" $185,000.00 ",," $720,000.00 ",,
" $185,000.00 ",," $720,000.00 ",,
" $185,000.00 ",," $724,950.00 ",,
" $185,000.00 ",," $725,000.00 ",,
" $185,000.00 ",," $725,000.00 ",,
" $185,000.00 ",," $725,000.00 ",,
" $185,000.00 ",," $725,995.00 ",,
" $185,000.00 ",," $728,725.00 ",,
" $185,000.00 ",," $734,000.00 ",,
" $185,000.00 ",," $734,000.00 ",,
" $185,000.00 ",," $735,000.00 ",,
" $185,000.00 ",," $735,000.00 ",,
" $185,000.00 ",," $735,000.00 ",,
" $185,000.00 ",," $735,000.00 ",,
" $185,000.00 ",," $736,000.00 ",,
" $185,850.00 ",," $736,000.00 ",,
" $185,900.00 ",," $737,000.00 ",,
" $186,000.00 ",," $738,000.00 ",,
" $186,000.00 ",," $739,000.00 ",,
" $186,000.00 ",," $740,000.00 ",,
" $186,375.00 ",," $740,000.00 ",,
" $186,950.00 ",," $740,000.00 ",,
" $187,000.00 ",," $740,000.00 ",,
" $187,000.00 ",," $740,000.00 ",,
" $187,250.00 ",," $740,000.00 ",,
" $187,300.00 ",," $746,300.00 ",,
" $187,500.00 ",," $749,000.00 ",,
" $187,500.00 ",," $749,950.00 ",,
" $188,000.00 ",," $750,000.00 ",,
" $188,000.00 ",," $750,000.00 ",,
" $188,000.00 ",," $750,000.00 ",,
" $188,000.00 ",," $750,000.00 ",,
" $188,200.00 ",," $750,000.00 ",,
" $188,500.00 ",," $750,000.00 ",,
" $189,000.00 ",," $752,000.00 ",,
" $189,000.00 ",," $753,888.00 ",,
" $189,000.00 ",," $755,000.00 ",,
" $189,000.00 ",," $755,000.00 ",,
" $189,000.00 ",," $756,000.00 ",,
" $189,000.00 ",," $759,000.00 ",,
" $189,000.00 ",," $760,000.00 ",,
" $189,650.00 ",," $760,000.00 ",,
" $189,900.00 ",," $760,000.00 ",,
" $189,900.00 ",," $760,000.00 ",,
" $189,950.00 ",," $760,000.00 ",,
" $189,950.00 ",," $760,000.00 ",,
" $189,950.00 ",," $763,000.00 ",,
" $190,000.00 ",," $765,000.00 ",,
" $190,000.00 ",," $765,000.00 ",,
" $190,000.00 ",," $765,000.00 ",,
" $190,000.00 ",," $765,000.00 ",,
" $190,000.00 ",," $765,000.00 ",,
" $190,000.00 ",," $768,000.00 ",,
" $190,000.00 ",," $769,000.00 ",,
" $190,000.00 ",," $769,000.00 ",,
" $190,000.00 ",," $769,950.00 ",,
" $190,000.00 ",," $770,000.00 ",,
" $190,000.00 ",," $770,000.00 ",,
" $190,000.00 ",," $770,000.00 ",,
" $190,000.00 ",," $770,000.00 ",,
" $190,000.00 ",," $772,500.00 ",,
" $190,000.00 ",," $775,000.00 ",,
" $190,000.00 ",," $775,000.00 ",,
" $190,000.00 ",," $779,000.00 ",,
" $190,000.00 ",," $780,000.00 ",,
" $190,000.00 ",," $780,000.00 ",,
" $190,000.00 ",," $780,000.00 ",,
" $190,000.00 ",," $780,000.00 ",,
" $190,000.00 ",," $780,000.00 ",,
" $190,000.00 ",," $780,000.00 ",,
" $190,000.00 ",," $780,000.00 ",,
" $190,000.00 ",," $780,000.00 ",,
" $190,000.00 ",," $783,200.00 ",,
" $190,000.00 ",," $785,000.00 ",,
" $190,000.00 ",," $785,000.00 ",,
" $190,000.00 ",," $785,000.00 ",,
" $190,000.00 ",," $789,000.00 ",,
" $190,500.00 ",," $789,800.00 ",,
" $190,500.00 ",," $790,000.00 ",,
" $191,000.00 ",," $795,000.00 ",,
" $191,000.00 ",," $795,000.00 ",,
" $191,000.00 ",," $800,000.00 ",,
" $191,000.00 ",," $800,000.00 ",,
" $191,950.00 ",," $800,000.00 ",,
" $192,000.00 ",," $805,000.00 ",,
" $192,000.00 ",," $810,000.00 ",,
" $192,500.00 ",," $810,000.00 ",,
" $192,500.00 ",," $810,000.00 ",,
" $192,500.00 ",," $810,000.00 ",,
" $192,950.00 ",," $812,000.00 ",,
" $193,000.00 ",," $814,000.00 ",,
" $193,000.00 ",," $815,000.00 ",,
" $193,000.00 ",," $818,000.00 ",,
" $193,000.00 ",," $818,000.00 ",,
" $193,000.00 ",," $820,000.00 ",,
" $193,000.00 ",," $820,000.00 ",,
" $193,000.00 ",," $822,600.00 ",,
" $193,500.00 ",," $825,000.00 ",,
" $194,000.00 ",," $825,000.00 ",,
" $194,000.00 ",," $825,000.00 ",,
" $194,000.00 ",," $825,000.00 ",,
" $194,000.00 ",," $826,000.00 ",,
" $194,000.00 ",," $829,000.00 ",,
" $194,250.00 ",," $830,000.00 ",,
" $194,820.00 ",," $830,000.00 ",,
" $194,900.00 ",," $833,000.00 ",,
" $195,000.00 ",," $834,000.00 ",,
" $195,000.00 ",," $835,000.00 ",,
" $195,000.00 ",," $835,000.00 ",,
" $195,000.00 ",," $835,000.00 ",,
" $195,000.00 ",," $839,000.00 ",,
" $195,000.00 ",," $840,000.00 ",,
" $195,000.00 ",," $840,000.00 ",,
" $195,000.00 ",," $844,000.00 ",,
" $195,000.00 ",," $850,000.00 ",,
" $195,000.00 ",," $850,000.00 ",,
" $195,000.00 ",," $850,000.00 ",,
" $195,000.00 ",," $850,000.00 ",,
" $195,000.00 ",," $850,000.00 ",,
" $195,000.00 ",," $850,000.00 ",,
" $195,000.00 ",," $850,000.00 ",,
" $195,000.00 ",," $855,000.00 ",,
" $195,000.00 ",," $856,000.00 ",,
" $195,000.00 ",," $857,500.00 ",,
" $195,000.00 ",," $858,000.00 ",,
" $195,000.00 ",," $860,000.00 ",,
" $195,000.00 ",," $860,000.00 ",,
" $195,000.00 ",," $860,000.00 ",,
" $195,000.00 ",," $862,500.00 ",,
" $195,000.00 ",," $865,000.00 ",,
" $195,000.00 ",," $866,800.00 ",,
" $195,000.00 ",," $870,000.00 ",,
" $195,000.00 ",," $870,000.00 ",,
" $195,000.00 ",," $870,000.00 ",,
" $195,500.00 ",," $875,000.00 ",,
" $195,700.00 ",," $875,000.00 ",,
" $196,000.00 ",," $880,000.00 ",,
" $196,000.00 ",," $880,000.00 ",,
" $196,000.00 ",," $885,000.00 ",,
" $196,000.00 ",," $885,000.00 ",,
" $196,440.00 ",," $887,000.00 ",,
" $196,500.00 ",," $887,000.00 ",,
" $196,500.00 ",," $890,000.00 ",,
" $196,700.00 ",," $895,000.00 ",,
" $196,900.00 ",," $899,000.00 ",,
" $197,000.00 ",," $900,000.00 ",,
" $197,000.00 ",," $900,000.00 ",,
" $197,000.00 ",," $902,000.00 ",,
" $197,000.00 ",," $917,000.00 ",,
" $197,200.00 ",," $920,000.00 ",,
" $197,400.00 ",," $925,000.00 ",,
" $197,500.00 ",," $925,000.00 ",,
" $197,500.00 ",," $925,000.00 ",,
" $197,500.00 ",," $926,500.00 ",,
" $198,000.00 ",," $930,000.00 ",,
" $198,000.00 ",," $930,000.00 ",,
" $198,000.00 ",," $933,000.00 ",,
" $198,000.00 ",," $934,550.00 ",,
" $198,400.00 ",," $935,000.00 ",,
" $198,900.00 ",," $935,000.00 ",,
" $199,000.00 ",," $935,000.00 ",,
" $199,000.00 ",," $936,000.00 ",,
" $199,000.00 ",," $938,000.00 ",,
" $199,000.00 ",," $940,000.00 ",,
" $199,000.00 ",," $942,500.00 ",,
" $199,000.00 ",," $947,500.00 ",,
" $199,000.00 ",," $950,000.00 ",,
" $199,000.00 ",," $950,000.00 ",,
" $199,000.00 ",," $950,000.00 ",,
" $199,000.00 ",," $950,000.00 ",,
" $199,000.00 ",," $950,000.00 ",,
" $199,129.00 ",," $954,500.00 ",,
" $199,400.00 ",," $957,000.00 ",,
" $199,500.00 ",," $959,750.00 ",,
" $199,500.00 ",," $960,000.00 ",,
" $199,900.00 ",," $960,000.00 ",,
" $199,900.00 ",," $967,500.00 ",,
" $199,950.00 ",," $968,060.00 ",,
" $199,950.00 ",," $969,500.00 ",,
" $199,950.00 ",," $970,000.00 ",,
" $199,950.00 ",," $970,000.00 ",,
" $199,950.00 ",," $970,000.00 ",,
" $199,950.00 ",," $972,000.00 ",,
" $199,950.00 ",," $975,000.00 ",,
" $199,950.00 ",," $975,000.00 ",,
" $199,950.00 ",," $975,000.00 ",,
" $199,988.00 ",," $978,000.00 ",,
" $199,990.00 ",," $979,700.00 ",,
" $199,990.00 ",," $980,000.00 ",,
" $199,990.00 ",," $981,000.00 ",,
" $199,999.00 ",," $982,218.00 ",,
" $200,000.00 ",," $986,000.00 ",,
" $200,000.00 ",," $988,000.00 ",,
" $200,000.00 ",," $990,000.00 ",,
" $200,000.00 ",," $991,500.00 ",,
" $200,000.00 ",," $994,000.00 ",,
" $200,000.00 ",," $995,000.00 ",,
" $200,000.00 ",," $998,000.00 ",,
" $200,000.00 ",," $998,800.00 ",,
" $200,000.00 ",," $1,000,000.00 ",,
" $200,000.00 ",," $1,000,000.00 ",,
" $200,000.00 ",," $1,000,000.00 ",,
" $200,000.00 ",," $1,010,000.00 ",,
" $200,000.00 ",," $1,010,000.00 ",,
" $200,000.00 ",," $1,010,000.00 ",,
" $200,000.00 ",," $1,010,000.00 ",,
" $200,000.00 ",," $1,015,000.00 ",,
" $200,000.00 ",," $1,020,000.00 ",,
" $200,000.00 ",," $1,025,000.00 ",,
" $200,000.00 ",," $1,025,000.00 ",,
" $200,000.00 ",," $1,025,000.00 ",,
" $200,000.00 ",," $1,038,000.00 ",,
" $200,000.00 ",," $1,039,000.00 ",,
" $200,000.00 ",," $1,045,000.00 ",,
" $200,000.00 ",," $1,047,500.00 ",,
" $200,000.00 ",," $1,050,000.00 ",,
" $200,000.00 ",," $1,050,000.00 ",,
" $200,000.00 ",," $1,050,000.00 ",,
" $200,000.00 ",," $1,050,000.00 ",,
" $200,000.00 ",," $1,050,000.00 ",,
" $200,000.00 ",," $1,059,000.00 ",,
" $200,000.00 ",," $1,060,000.00 ",,
" $200,000.00 ",," $1,062,000.00 ",,
" $200,000.00 ",," $1,065,500.00 ",,
" $200,000.00 ",," $1,075,000.00 ",,
" $200,000.00 ",," $1,075,000.00 ",,
" $200,000.00 ",," $1,075,000.00 ",,
" $200,000.00 ",," $1,078,500.00 ",,
" $200,000.00 ",," $1,080,000.00 ",,
" $200,000.00 ",," $1,095,000.00 ",,
" $200,000.00 ",," $1,095,000.00 ",,
" $200,000.00 ",," $1,102,030.00 ",,
" $200,000.00 ",," $1,103,990.00 ",,
" $200,000.00 ",," $1,110,000.00 ",,
" $200,000.00 ",," $1,115,000.00 ",,
" $200,126.00 ",," $1,120,280.00 ",,
" $200,450.00 ",," $1,125,000.00 ",,
" $200,500.00 ",," $1,125,000.00 ",,
" $200,500.00 ",," $1,148,000.00 ",,
" $201,000.00 ",," $1,150,000.00 ",,
" $201,000.00 ",," $1,150,000.00 ",,
" $201,000.00 ",," $1,156,000.00 ",,
" $201,000.00 ",," $1,160,000.00 ",,
" $201,500.00 ",," $1,175,000.00 ",,
" $201,500.00 ",," $1,175,000.00 ",,
" $201,700.00 ",," $1,180,000.00 ",,
" $202,000.00 ",," $1,185,000.00 ",,
" $202,000.00 ",," $1,200,000.00 ",,
" $202,000.00 ",," $1,205,000.00 ",,
" $202,000.00 ",," $1,210,000.00 ",,
" $202,000.00 ",," $1,218,000.00 ",,
" $202,000.00 ",," $1,220,000.00 ",,
" $202,200.00 ",," $1,225,000.00 ",,
" $202,500.00 ",," $1,225,000.00 ",,
" $202,500.00 ",," $1,240,000.00 ",,
" $202,950.00 ",," $1,242,000.00 ",,
" $203,000.00 ",," $1,245,000.00 ",,
" $203,000.00 ",," $1,245,000.00 ",,
" $203,000.00 ",," $1,250,000.00 ",,
" $203,000.00 ",," $1,250,000.00 ",,
" $203,000.00 ",," $1,250,000.00 ",,
" $203,000.00 ",," $1,250,000.00 ",,
" $203,700.00 ",," $1,265,000.00 ",,
" $203,700.00 ",," $1,265,000.00 ",,
" $204,000.00 ",," $1,268,890.00 ",,
" $204,000.00 ",," $1,285,000.00 ",,
" $204,000.00 ",," $1,289,000.00 ",,
" $204,250.00 ",," $1,300,000.00 ",,
" $204,555.00 ",," $1,300,000.00 ",,
" $204,700.00 ",," $1,302,000.00 ",,
" $204,750.00 ",," $1,309,500.00 ",,
" $204,900.00 ",," $1,313,000.00 ",,
" $204,950.00 ",," $1,320,000.00 ",,
" $204,950.00 ",," $1,321,620.00 ",,
" $205,000.00 ",," $1,328,000.00 ",,
" $205,000.00 ",," $1,330,000.00 ",,
" $205,000.00 ",," $1,339,000.00 ",,
" $205,000.00 ",," $1,348,000.00 ",,
" $205,000.00 ",," $1,348,000.00 ",,
" $205,000.00 ",," $1,350,000.00 ",,
" $205,000.00 ",," $1,355,000.00 ",,
" $205,000.00 ",," $1,355,000.00 ",,
" $205,000.00 ",," $1,355,000.00 ",,
" $205,000.00 ",," $1,370,000.00 ",,
" $205,000.00 ",," $1,375,000.00 ",,
" $205,000.00 ",," $1,378,000.00 ",,
" $205,000.00 ",," $1,385,000.00 ",,
" $205,000.00 ",," $1,387,000.00 ",,
" $205,000.00 ",," $1,395,710.00 ",,
" $205,000.00 ",," $1,442,500.00 ",,
" $205,000.00 ",," $1,450,000.00 ",,
" $205,000.00 ",," $1,460,000.00 ",,
" $205,000.00 ",," $1,476,000.00 ",,
" $205,000.00 ",," $1,490,000.00 ",,
" $205,000.00 ",," $1,490,000.00 ",,
" $205,000.00 ",," $1,500,000.00 ",,
" $205,000.00 ",," $1,500,000.00 ",,
" $205,000.00 ",," $1,500,000.00 ",,
" $205,000.00 ",," $1,530,000.00 ",,
" $205,000.00 ",," $1,538,000.00 ",,
" $205,000.00 ",," $1,550,000.00 ",,
" $205,000.00 ",," $1,550,000.00 ",,
" $205,000.00 ",," $1,575,000.00 ",,
" $205,500.00 ",," $1,580,000.00 ",,
" $205,500.00 ",," $1,600,000.00 ",,
" $205,950.00 ",," $1,600,000.00 ",,
" $205,950.00 ",," $1,648,000.00 ",,
" $206,000.00 ",," $1,680,000.00 ",,
" $206,000.00 ",," $1,680,000.00 ",,
" $206,000.00 ",," $1,690,000.00 ",,
" $206,000.00 ",," $1,695,000.00 ",,
" $206,000.00 ",," $1,695,000.00 ",,
" $206,000.00 ",," $1,695,000.00 ",,
" $206,000.00 ",," $1,699,000.00 ",,
" $206,000.00 ",," $1,700,000.00 ",,
" $206,000.00 ",," $1,770,000.00 ",,
" $206,000.00 ",," $1,775,000.00 ",,
" $206,000.00 ",," $1,862,000.00 ",,
" $206,000.00 ",," $1,865,000.00 ",,
" $206,135.00 ",," $1,900,000.00 ",,
" $206,325.00 ",," $1,901,000.00 ",,
" $206,600.00 ",," $1,925,000.00 ",,
" $206,990.00 ",," $1,999,000.00 ",,
" $207,000.00 ",," $1,999,950.00 ",,
" $207,000.00 ",," $2,000,000.00 ",,
" $207,000.00 ",," $2,225,000.00 ",,
" $207,000.00 ",," $2,250,000.00 ",,
" $207,000.00 ",," $2,288,000.00 ",,
" $207,000.00 ",," $2,300,000.00 ",,
" $207,000.00 ",," $2,350,000.00 ",,
" $207,000.00 ",," $2,385,000.00 ",,
" $207,000.00 ",," $2,450,000.00 ",,
" $207,000.00 ",," $2,450,000.00 ",,
" $207,000.00 ",," $2,500,000.00 ",,
" $207,000.00 ",," $2,537,000.00 ",,
" $207,100.00 ",," $2,546,000.00 ",,
" $207,200.00 ",," $2,555,000.00 ",,
" $207,500.00 ",," $2,630,000.00 ",,
" $207,500.00 ",," $2,700,000.00 ",,
" $207,950.00 ",," $2,725,000.00 ",,
" $208,000.00 ",," $2,795,000.00 ",,
" $208,000.00 ",," $2,920,000.00 ",,
" $208,000.00 ",," $3,200,000.00 ",,
" $208,000.00 ",," $3,710,000.00 ",,
" $208,000.00 ",," $3,800,000.00 ",,
" $208,000.00 ",," $7,062,500.00 ",,
" $208,000.00 ",,,,
" $208,000.00 ",,,,
" $208,000.00 ",,,,
" $208,000.00 ",,,,
" $208,000.00 ",,,,
" $208,000.00 ",,,,
" $208,400.00 ",,,,
" $208,417.00 ",,,,
" $208,500.00 ",,,,
" $208,633.00 ",,,,
" $208,800.00 ",,,,
" $208,950.00 ",,,,
" $209,000.00 ",,,,
" $209,000.00 ",,,,
" $209,000.00 ",,,,
" $209,000.00 ",,,,
" $209,000.00 ",,,,
" $209,500.00 ",,,,
" $209,900.00 ",,,,
" $209,900.00 ",,,,
" $209,950.00 ",,,,
" $209,950.00 ",,,,
" $209,950.00 ",,,,
" $209,950.00 ",,,,
" $209,950.00 ",,,,
" $209,950.00 ",,,,
" $209,950.00 ",,,,
" $209,950.00 ",,,,
" $209,950.00 ",,,,
" $209,950.00 ",,,,
" $209,977.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,000.00 ",,,,
" $210,490.00 ",,,,
" $210,500.00 ",,,,
" $210,500.00 ",,,,
" $210,750.00 ",,,,
" $211,000.00 ",,,,
" $211,000.00 ",,,,
" $211,000.00 ",,,,
" $211,000.00 ",,,,
" $211,000.00 ",,,,
" $212,000.00 ",,,,
" $212,000.00 ",,,,
" $212,000.00 ",,,,
" $212,000.00 ",,,,
" $212,000.00 ",,,,
" $212,000.00 ",,,,
" $212,000.00 ",,,,
" $212,000.00 ",,,,
" $212,000.00 ",,,,
" $212,000.00 ",,,,
" $212,000.00 ",,,,
" $212,000.00 ",,,,
" $212,000.00 ",,,,
" $212,000.00 ",,,,
" $212,000.00 ",,,,
" $212,000.00 ",,,,
" $212,000.00 ",,,,
" $212,000.00 ",,,,
" $212,500.00 ",,,,
" $212,500.00 ",,,,
" $212,500.00 ",,,,
" $212,625.00 ",,,,
" $212,644.00 ",,,,
" $212,700.00 ",,,,
" $213,000.00 ",,,,
" $213,000.00 ",,,,
" $213,000.00 ",,,,
" $213,000.00 ",,,,
" $213,400.00 ",,,,
" $213,400.00 ",,,,
" $213,500.00 ",,,,
" $213,550.00 ",,,,
" $213,675.00 ",,,,
" $213,800.00 ",,,,
" $213,950.00 ",,,,
" $214,000.00 ",,,,
" $214,000.00 ",,,,
" $214,000.00 ",,,,
" $214,100.00 ",,,,
